tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt
TPO000ETT16000003,Temasek Polytechnic,Tender for the proposed upgrading works to 8 lecture theatres (LT38-41 & LT54-57) at Block 23 in Temasek Polytechnic at 21 Tampines Avenue 1,2016-05-03,Awarded to Suppliers,SOONLY PTE. LTD.,1528780.0
TPO000ETT16000004,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION, SETUP AND COMMISSIONING OF 4 HIGH VACUUM PLASMA RETROFIT KITS TO TEMASEK POLYTECHNIC",2016-03-22,Awarded to Suppliers,MKS INSTRUMENTS (SINGAPORE) PTE. LTD.,166667.2
TPO000ETT16000005,Temasek Polytechnic,Tender for the proposed air conditioning & mechanical ventilation (ACMV) improvement works to Flavours Food Court at Blk 4 in Temasek Polytechnic at 21 Tampines Ave 1,2016-03-22,Awarded to Suppliers,LITTLE SWAN AIR-CONDITIONING & ENGINEERING PTE. LTD.,235000.0
TPO000ETT16000006,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND MAINTENANCE OF CHARACTER GENERATOR (CG) SYSTEM TO TEMASEK POLYTECHNIC",2016-03-15,Awarded to Suppliers,MEDIOS ASSOCIATE PTE. LTD.,60100.0
TPO000ETT16000007,Temasek Polytechnic,"TENDER FOR CATERING SERVICES, SUPPLY & DELIVERY OF FOOD CATERING TO TEMASEK POLYTECHNIC GRADUATION CEREMONY RECEPTIONS 2016.",2016-04-07,Awarded to Suppliers,CJS CATERING PTE LTD,108220.0
TPO000ETT16000008,Temasek Polytechnic,Tender for appointment of agency to conduct academic continuing education & training survey for 1 year (1 Apr 2016 to 31 Mar 2017) with option to extend for 1 year (1 Apr 2017 to 31 Mar 2018),2016-05-03,Awarded to Suppliers,NEXUS LINK PTE. LTD.,67001.0
TPO000ETT16000009,Temasek Polytechnic,Tender for the appointment of a Journal Subscriptions Management Services Provider for a period of two years with an option to extend for another one year,2016-04-22,Awarded to Suppliers,"EBSCO INTERNATIONAL, INC.",240000.0
TPO000ETT16000010,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND MAINTENANCE OF THE SYNCHRO SERVO TRAINER AND THE TRANSDUCER INSTRUMENTATION TRAINER TO TEMASEK POLYTECHNIC",2016-05-24,Awarded to Suppliers,ACRE ENGINEERING PTE LTD,43980.0
TPO000ETT16000010,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND MAINTENANCE OF THE SYNCHRO SERVO TRAINER AND THE TRANSDUCER INSTRUMENTATION TRAINER TO TEMASEK POLYTECHNIC",2016-05-24,Awarded to Suppliers,GENETRON ENGINEERING CORPORATION (PRIVATE) LIMITED,115830.0
TPO000ETT16000011,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND MAINTENANCE OF CHROMATOGRAPHY EQUIPMENT AND FERMENTER SAMPLING PORTS FOR BIOLOGICS TECHNOLOGY TRAINING TO TEMASEK POLYTECHNIC",2016-05-26,Awarded to Suppliers,CHEMIKALIE PTE. LTD.,3500.0
TPO000ETT16000011,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND MAINTENANCE OF CHROMATOGRAPHY EQUIPMENT AND FERMENTER SAMPLING PORTS FOR BIOLOGICS TECHNOLOGY TRAINING TO TEMASEK POLYTECHNIC",2016-05-26,Awarded to Suppliers,GE HEALTHCARE PTE. LTD.,141560.0
TPO000ETT16000011,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND MAINTENANCE OF CHROMATOGRAPHY EQUIPMENT AND FERMENTER SAMPLING PORTS FOR BIOLOGICS TECHNOLOGY TRAINING TO TEMASEK POLYTECHNIC",2016-05-26,Awarded to Suppliers,MERCK PTE. LTD.,9387.6
TPO000ETT16000011,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND MAINTENANCE OF CHROMATOGRAPHY EQUIPMENT AND FERMENTER SAMPLING PORTS FOR BIOLOGICS TECHNOLOGY TRAINING TO TEMASEK POLYTECHNIC",2016-05-26,Awarded to Suppliers,SciMed (Asia) Pte Ltd,59570.0
TPO000ETT16000013,Temasek Polytechnic,Tender for term contract for the provision of mosquito and pest control services to Temasek Polytechnic for a period of 2 years with an option to extend for another 2 years,2016-05-30,Awarded to Suppliers,PEST-PRO MANAGEMENT PTE. LTD.,130864.0
TPO000ETT16000015,Temasek Polytechnic,Tender for Proposed Fitting Out Works to 8th Storey Tower 3 of Existing Block 1A at Temasek Polytechnic,2016-06-09,Awarded to Suppliers,P & A LINK PTE LTD,943526.0
TPO000ETT16000016,Temasek Polytechnic,"TENDER FOR THE SUPPLY AND DELIVERY OF AEROSPACE ELECTRONICS LABORATORY EQUIPMENT TO SCHOOL OF ENGINEERING, TEMASEK POLYTECHNIC",2016-08-17,Awarded to Suppliers,Caltron Pte. Limited,43098.0
TPO000ETT16000016,Temasek Polytechnic,"TENDER FOR THE SUPPLY AND DELIVERY OF AEROSPACE ELECTRONICS LABORATORY EQUIPMENT TO SCHOOL OF ENGINEERING, TEMASEK POLYTECHNIC",2016-08-17,Awarded to Suppliers,Measurement & Metrology (S) Pte Ltd,22143.0
TPO000ETT16000017,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND COMMISSIONING OF LABORATORY EQUIPMENT TO SCHOOL OF APPLIED SCIENCE, TEMASEK POLYTECHNIC",2016-08-24,Awarded to Suppliers,Agilent Technologies Singapore (Sales) Pte Ltd,90500.0
TPO000ETT16000017,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND COMMISSIONING OF LABORATORY EQUIPMENT TO SCHOOL OF APPLIED SCIENCE, TEMASEK POLYTECHNIC",2016-08-24,Awarded to Suppliers,PerkinElmer Singapore Pte Ltd,78500.0
TPO000ETT16000018,Temasek Polytechnic,"Tender for the supply, delivery, installation and commissioning of canine hydro treadmill for teaching and research at the veterinary and aquaculture centre (VAC",2016-06-24,Awarded to Suppliers,VECTOR BIOMED PTE. LTD.,51800.0
TPO000ETT16000019,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION, CONFIGURATION, TESTING, DOCUMENTATION, COMMISSIONING AND MAINTENANCE OF INTERNET GATEWAY ANTI-VIRUS APPLIANCES AND PROXY SERVERS UPGRADE IN TEMASEK POLYTECHNIC",2016-07-07,Awarded to Suppliers,NCS PTE. LTD.,724157.0
TPO000ETT16000021,Temasek Polytechnic,"TENDER FOR THE PROVISION OF TRAVEL RELATED SERVICES FOR STUDY TRIP TO UNITED KINGDOM IN SEPTEMBER/OCTOBER 2016 (11D8N) FOR SCHOOL OF BUSINESS, TEMASEK POLYTECHNIC",2016-07-05,Awarded to Suppliers,FORTUNE TRAVEL PTE LTD,113668.0
TPO000ETT16000023,Temasek Polytechnic,"Tender for the supply, delivery, design, development, testing, implementation and maintenance of Temasek Advanced Learning, Nurturing and Testing Laboratory at Temasek Polytechnic",2016-10-26,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,1875658.33
TPO000ETT16000024,Temasek Polytechnic,"Tender for Provision of Professional Indemnity, Director's & Officer's Liability and Public Liability Insurances for Temasek Polytechnic",2016-06-20,Awarded to Suppliers,AIG ASIA PACIFIC INSURANCE PTE. LTD.,49000.0
TPO000ETT16000024,Temasek Polytechnic,"Tender for Provision of Professional Indemnity, Director's & Officer's Liability and Public Liability Insurances for Temasek Polytechnic",2016-06-20,Awarded to Suppliers,AXA INSURANCE SINGAPORE PTE LTD,8250.0
TPO000ETT16000025,Temasek Polytechnic,"TENDER FOR THE PROVISION OF TRAVEL RELATED SERVICES FOR STUDY TRIP TO SAN FRANCISCO, UNITED STATES OF AMERICA FOR SCHOOL OF ENGINEERING, TEMASEK POLYTECHNIC",2016-07-01,Awarded to Suppliers,GLOBAL TRAVEL PTE LTD,147686.2
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,B. Braun Singapore Pte Ltd,3800.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,BIOMED DIAGNOSTICS PTE LTD,56000.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,BIOSYS CORPORATION PTE. LTD.,81310.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,Chokim Scientific (S) Pte Ltd,19686.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,GAIA SCIENCE PTE. LTD.,17802.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,I-DNA BIOTECHNOLOGY PTE. LTD.,5750.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,INSTA BIOANALYTIK PTE. LTD.,40050.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,LIFE TECHNOLOGIES HOLDINGS PTE. LTD.,130495.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,MEDICAL DEVICES BIOMEDICAL PTE. LTD.,138200.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,MERCK PTE. LTD.,24597.22
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,Medical Plus Pte Ltd,28683.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,OLYMPUS SINGAPORE PTE LTD,39470.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,SMITECH (ASIA) PTE LTD,82900.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,STEELMATIC PTE. LTD.,45480.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,SciMed (Asia) Pte Ltd,201598.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,TECHCOMP (SINGAPORE) PTE. LTD.,16380.0
TPO000ETT16000030,Temasek Polytechnic,Tender for the purchase of equipment for Teaching and Research at the Centre for Aquaculture and Veterinary Science (CAVS),2016-10-26,Awarded to Suppliers,VWR SINGAPORE PTE. LTD.,5400.0
TPO000ETT16000031,Temasek Polytechnic,Tender for the provision of shuttle bus services to Temasek Polytechnic from 24 October 2016 to 31 March 2018,2016-07-25,Awarded to Suppliers,BEDOK TRANSPORT PTE. LTD.,277980.0
TPO000ETT16000032,Temasek Polytechnic,Tender for new carpark way-finding signs and replacement of block signs at Temasek Polytechnic at MK28 on Lot 06163C at 21 Tampines Avenue 1,2016-08-04,Awarded to Suppliers,SUN SING NEONSIGNS & ELECTRIC CO PTE LTD,107590.0
TPO000ETT16000033,Temasek Polytechnic,"TENDER FOR THE PROVISION OF TRAVEL RELATED SERVICES FOR STUDY TRIP TO AUSTRALIA FOR SCHOOL OF APPLIED SCIENCE, TEMASEK POLYTECHNIC",2016-08-03,Awarded to Suppliers,STA TRAVEL (PTE) LTD,60824.0
TPO000ETT16000034,Temasek Polytechnic,"Tender for the provision of travel related services for study trip to Kyushu, Japan for School of Engineering, Temasek Polytechnic",2016-08-15,Awarded to Suppliers,PJE GROUP PTE. LTD.,100771.0
TPO000ETT16000035,Temasek Polytechnic,TENDER FOR PROVISION OF MANAGEMENT SERVICES FOR STUDENT GYMNASIUM AT TEMASEK POLYTECHNIC FROM 1 OCTOBER 2016 TO 30 SEPTEMBER 2017 WITH THE OPTION TO EXTEND FOR ONE (1) YEAR,2016-08-15,Awarded to Suppliers,FORCE 21 EQUIPMENT PTE LTD,34800.0
TPO000ETT16000036,Temasek Polytechnic,"Tender for the provision of travel related services for study trip to Germany and Switzerland for School of Engineering, Temasek Polytechnic",2016-08-19,Awarded to Suppliers,Transinex Pte Ltd,134086.0
TPO000ETT16000037,Temasek Polytechnic,"TENDER TO CONFIGURE, RETROFIT AND ENHANCE EXISTING AUTOMATION LABORATORY SETUP FOR PET AND CET PROGRAMMES IN TEMASEK POLYTECHNIC",2016-10-20,Awarded to Suppliers,FESTO PRIVATE LIMITED,130952.0
TPO000ETT16000039,Temasek Polytechnic,Request for proposal (RFP) for integrated publicity campaign to promote Engineering at the Polytechnics,2016-09-07,Awarded to Suppliers,CARBON INTERACTIVE PTE. LTD.,249600.0
TPO000ETT16000040,Temasek Polytechnic,"Supply, Delivery, Installation and Commissioning of IT service management centre in Temasek Polytechnic",2016-10-13,Awarded to Suppliers,IBM SINGAPORE PTE LTD,2180000.0
TPO000ETT16000041,Temasek Polytechnic,TENDER FOR THE SUPPLY AND RENTAL (INCLUSIVE OF MANAGEMENT) OF GRADUATION ATTIRE TO TEMASEK POLYTECHNIC FOR GRADUATION 2017 TO 2021 WITH AN OPTION TO EXTEND ON AN ANNUAL BASIS UP TO A MAXIMUM OF ANOTHER 5 YEARS (FROM 2022 to 2026),2016-11-11,Awarded to No Suppliers,,0.0
TPO000ETT16000042,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND COMMISIONING OF CAMERA EQUIPMENT AND ASSOCIATED ACCESSORIES TO TEMASEK POLYTECHNIC",2016-10-04,Awarded to Suppliers,CATHAY PHOTO STORE (PRIVATE) LIMITED,770710.0
TPO000ETT16000043,Temasek Polytechnic,TENDER FOR THE MAINTENANCE AND SUPPORT OF ORACLE FINANCIAL SYSTEM AT TEMASEK POLYTECHNIC FOR THREE YEARS FROM 1 NOVEMBER 2016,2016-09-26,Awarded to Suppliers,FUJITSU ASIA PTE LTD,864003.0
TPO000ETT16000044,Temasek Polytechnic,"Tender for Design, Building and Commissioning of Outdoor Flying Arena",2016-11-30,Awarded to Suppliers,STARS BUILDER PTE. LTD.,157692.0
TPO000ETT16000045,Temasek Polytechnic,"SUPPLY, DELIVERY, INSTALLATION, SUPPORT OF A TEACHING & LEARNING TEXT ANALYTICS SOFTWARE WITH AN OPTION FOR MAINTENANCE SERVICES",2016-12-27,Awarded to Suppliers,BEENET SINGAPORE PTE LTD,227078.57
TPO000ETT16000046,Temasek Polytechnic,"TENDER FOR THE PROVISION OF TRAVEL RELATED SERVICES FOR STUDY TRIP TO SYDNEY AND CANBERRA, AUSTRALIA FOR TEMASEK POLYTECHNIC",2016-09-23,Awarded to Suppliers,STA TRAVEL (PTE) LTD,210460.0
TPO000ETT16000048,Temasek Polytechnic,"Tender for the design, supply, delivery and installation of Stagings, Booths and Tentages for the Temasek Polytechnic's Open House 2017",2016-10-12,Awarded to Suppliers,RADIUS DESIGN & CONSTRUCTION PTE LTD,98623.74
TPO000ETT16000049,Temasek Polytechnic,TENDER FOR TERM CONTRACT FOR BUILDING MAINTENANCE & REPAIR WORKS TO TEMASEK POLYTECHNIC FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND ANOTHER YEAR,2016-11-15,Awarded to Suppliers,TOH KIM BOCK C-E CONTRACTOR PTE LTD,1500000.0
TPO000ETT16000052,Temasek Polytechnic,"TENDER FOR THE PROVISION OF TRAVEL RELATED SERVICES FOR STUDY TRIP TO PERTH, AUSTRALIA FOR SCHOOL OF ENGINEERING, TEMASEK POLYTECHNIC",2016-11-18,Awarded to Suppliers,RELIANCE TRAVEL AGENCIES (S) PTE LTD,70628.0
TPO000ETT16000053,Temasek Polytechnic,Proposed Additions and Alterations of Blk 30 of Temasek Polytechnic on Lot 06163C MK28 at 21 Tampines Avenue 1 (Tampines Planning Area),2016-12-06,Awarded to Suppliers,BUILDER 90 PTE LTD,4479278.0
TPO000ETT16000054,Temasek Polytechnic,TENDER FOR THE SUPPLY OF PROFESSIONAL SERVICE TO RELOCATE IT EQUIPMENT IN TEMASEK POLYTECHNIC,2016-12-06,Awarded to Suppliers,FUJITSU ASIA PTE LTD,178000.0
TPO000ETT16000054,Temasek Polytechnic,TENDER FOR THE SUPPLY OF PROFESSIONAL SERVICE TO RELOCATE IT EQUIPMENT IN TEMASEK POLYTECHNIC,2016-12-06,Awarded to Suppliers,NETWORK ARCHITECTS PTE. LTD.,900.0
TPO000ETT16000054,Temasek Polytechnic,TENDER FOR THE SUPPLY OF PROFESSIONAL SERVICE TO RELOCATE IT EQUIPMENT IN TEMASEK POLYTECHNIC,2016-12-06,Awarded to Suppliers,Pro-Datech Systems Pte Ltd,64670.0
TPO000ETT16000055,Temasek Polytechnic,TENDER FOR HARDWARE MAINTENANCE AND SUPPORT RENEWAL OF EXISTING HITACHI SAN STORAGE AT TEMASEK POLYTECHNIC.,2017-01-11,Awarded to Suppliers,NCS PTE. LTD.,110600.0
TRADOSETT14000002,Ministry of Trade & Industry-Department of Statistics,"SUPPLY, DELIVERY, INSTALLATION, TESTING AND COMMISSIONING OF A FULLY OPERATIONAL FIRM-LEVEL LONGITUDINAL ADMINISTRATIVE DATABASE SYSTEM WITH AN OPTION FOR MAINTENANCE FOR THE DEPARTMENT OF STATISTICS",2015-02-11,Awarded to Suppliers,TECH MAHINDRA LIMITED (SINGAPORE BRANCH),1541910.01
TRADOSETT14000003,Ministry of Trade & Industry-Department of Statistics,Provision of Prepaid Training Credits For The Courses On Statistical Analysis Software (SAS),2015-01-26,Awarded to Suppliers,AVANTUS TRAINING PRIVATE LIMITED,67500.0
TRADOSETT14000004,Ministry of Trade & Industry-Department of Statistics,"SUPPLY AND DELIVERY OF BUSINESS ANALYTICS VISUALIZATION DESKTOP AND SERVER LICENSES WITH OPTION FOR TRAINING, ADDITIONAL LICENCES AND MAINTENANCE FOR THE DEPARTMENT OF STATISTICS",2015-02-17,Awarded to Suppliers,Knowledge Management Solutions Pte Ltd,2085928.0
TRADOSETT15000001,Ministry of Trade & Industry-Department of Statistics,"Design, supply, deliver, install, test and commission of an Application Virtualization, Security and High Performance Statistical Computing Platform",2016-04-14,Awarded to Suppliers,TECH MAHINDRA LIMITED (SINGAPORE BRANCH),2446120.0
TRADOSETT16000001,Ministry of Trade & Industry-Department of Statistics,Provision for Hardware Maintenance and Software Support Services,2016-11-08,Awarded to Suppliers,AsiaPac Distribution Pte Ltd,6205059.0
TRADOSETT16000002,Ministry of Trade & Industry-Department of Statistics,"SUPPLY, DELIVERY, INSTALLATION, TESTING, COMMISSIONING OF A FULLY OPERATIONAL HOUSEHOLD EXPENDITURE SURVEY 2017/18 SYSTEM (HES) WITH AN OPTION FOR MAINTENANCE SERVICES",2016-12-22,Awarded to Suppliers,NCS PTE. LTD.,3023715.0
TRADOSETT16000003,Ministry of Trade & Industry-Department of Statistics,"Provision of Services for Printing, Enveloping and Mailing of Questionnaires, Requisition Letters, PIN letters, Reminder Letters, Explanatory Notes Booklets and E-survey Brochures",2017-01-25,Awarded to Suppliers,LIVING CALENDARS PTE. LTD.,62795.2
TRAHQ0ETT14000021,Ministry of Trade & Industry-Ministry Headquarter,Consultancy services to conduct Pro-Enterprise Ranking Survey [RED],2015-01-29,Awarded to Suppliers,AADVANTAGE CONSULTING GROUP PTE. LTD.,428630.0
TRAHQ0ETT14000023,Ministry of Trade & Industry-Ministry Headquarter,"For The Conduct Of Taxonomy-Based Automatic Tagging Proof-Of-Concept (POC), With Options For Configuration And Implementation Of Automatic Tagging Solution And Maintenance",2015-02-12,Awarded to Suppliers,HCL SINGAPORE PTE. LTD.,1008328.0
TRAHQ0ETT14000025,Ministry of Trade & Industry-Ministry Headquarter,Provision of Technical Consultancy Services [ED],2015-02-05,Awarded to Suppliers,FIRST ECONOMICS PTE. LIMITED,112000.0
TRAHQ0ETT14000026,Ministry of Trade & Industry-Ministry Headquarter,Engagement Of Movers For International Relocation (Moving & Shipping) Services For New And Returning Officers From Overseas Posting,2015-01-07,Awarded to Suppliers,ALLIED MOVING SERVICES (S) PTE. LTD.,242450.0
TRAHQ0ETT14000027,Ministry of Trade & Industry-Ministry Headquarter,"Supply, Delivery, Installation, Testing, Commissioning of A Fully Operational Event and Media Management System with an option for Maintenance",2015-06-12,Awarded to Suppliers,Commerce Online Pte Ltd,1144098.53
TRAHQ0ETT15000003,Ministry of Trade & Industry-Ministry Headquarter,Provision of Technical Consultancy Services [ED],2015-03-24,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,105000.0
TRAHQ0ETT15000004,Ministry of Trade & Industry-Ministry Headquarter,Provision of IT Security Services and Tools [CSD-ITS],2015-06-19,Awarded to Suppliers,QUANN ASIA PACIFIC PTE. LTD.,875662.5
TRAHQ0ETT15000006,Ministry of Trade & Industry-Ministry Headquarter,Consultancy Services to Design & Develop Dynamic Computable General Equilibrium Model Tailored For Analysing Effects of Regional Economic Architectures On Singapore Economy (FEPD),2015-06-19,Awarded to Suppliers,CIURIAK CONSULTING INC.,111000.0
TRAHQ0ETT15000008,Ministry of Trade & Industry-Ministry Headquarter,Provision of Legal Services [ID],2015-06-02,Awarded to Suppliers,LEE & LEE,30000.0
TRAHQ0ETT15000009,Ministry of Trade & Industry-Ministry Headquarter,Conference Package and Related Services (ASEAN),2015-09-08,Awarded to Suppliers,SUNTEC SINGAPORE INT'L CONVENTION & EXHIBITION CENTRE,122456.33
TRAHQ0ETT15000010,Ministry of Trade & Industry-Ministry Headquarter,"Supply, Delivery, Installation, Testing, Commissioning of a Fully Operational Finance And Procurement Management System With An Option For Maintenance  [CSD-ITS]",2015-11-13,Awarded to Suppliers,NEC ASIA PACIFIC PTE. LTD.,2293420.0
TRAHQ0ETT15000011,Ministry of Trade & Industry-Ministry Headquarter,Event Management Services for the Singapore-India Economic Convention 2015,2015-10-22,Awarded to Suppliers,THE AUDIENCE MOTIVATION COMPANY ASIA PTE LTD,282376.8
TRAHQ0ETT15000012,Ministry of Trade & Industry-Ministry Headquarter,Daily Media Monitoring And Analysis Services For Ministry Of Trade And Industry,2015-12-01,Awarded to Suppliers,ISENTIA BRANDTOLOGY PTE. LTD.,77740.0
TRAHQ0ETT15000013,Ministry of Trade & Industry-Ministry Headquarter,Provision of Application Development and Maintenance Services of Assets Review Tracking System (ARTS) [CSD-ITS],2016-04-07,Awarded to Suppliers,MYASSET PTE. LTD.,682543.44
TRAHQ0ETT15000014,Ministry of Trade & Industry-Ministry Headquarter,Provision of design and maintenance services for the Economic Survey of Singapore microsite [ECD],2016-02-29,Awarded to No Suppliers,,0.0
TRAHQ0ETT16000001,Ministry of Trade & Industry-Ministry Headquarter,Provision of Management and Operations Support at Resource Centre [ECD],2016-09-26,Awarded to Suppliers,CIVICA PTE. LTD.,502140.0
TRAHQ0ETT16000002,Ministry of Trade & Industry-Ministry Headquarter,"Conceptualisation, Management, Construction and Tear-Down of the Singapore Pavilion at the EXPO 2017 in the Republic of Kazakhstan",2016-10-04,Awarded to Suppliers,Pico Art International Pte Ltd,2708378.0
TRAHQ0ETT16000002,Ministry of Trade & Industry-Ministry Headquarter,"Conceptualisation, Management, Construction and Tear-Down of the Singapore Pavilion at the EXPO 2017 in the Republic of Kazakhstan",2016-10-04,Awarded to Suppliers,SUSTAINABLE ENERGY ASSOCIATION OF SINGAPORE (SEAS),1840860.0
TRAHQ0ETT16000004,Ministry of Trade & Industry-Ministry Headquarter,Provision of Mobile Plan Subscriptions and Services [ITS],2016-09-20,Awarded to Suppliers,SINGAPORE TELECOMMUNICATIONS LIMITED,134566.8
TRAHQ0ETT16000006,Ministry of Trade & Industry-Ministry Headquarter,Consultancy services to conduct Pro-Enterprise Ranking Survey [RED],2016-11-03,Awarded to Suppliers,NEXUS LINK PTE. LTD.,306000.0
URA000ETT14000037,Urban Redevelopment Authority,Tender for the Provision of Guaranteed Energy Savings Performance Contracting Services for Urban Redevelopment Authority,2015-01-13,Awarded to Suppliers,CNA GROUP LTD.,3084000.0
URA000ETT14000046,Urban Redevelopment Authority,"Proposed Additions And Alterations From Basement 1 To Roof Of URA Centre (East Wing), 45 Maxwell Road",2015-01-07,Awarded to Suppliers,D' PERCEPTION SINGAPORE PTE. LTD.,8143518.5
URA000ETT14000047,Urban Redevelopment Authority,Tender For Marketing Agency Services To Market Vacant Premises For A Period Of 2 Years (With An Option To Renew The Contract For Another 1 Year),2015-02-25,Awarded to Suppliers,CBRE PTE. LTD.,340000.0
URA000ETT14000048,Urban Redevelopment Authority,"Request For Proposal To Conceptualise, Plan And Execute 5 Editions Of I Light Marina Bay From Year 2016 To Year 2020",2015-01-12,Awarded to Suppliers,Pico Art International Pte Ltd,7098200.0
URA000ETT14000056,Urban Redevelopment Authority,Upgrade and Provide Maintenance Support of Integrated Planning and Land Use System (IPlan) Including Other Options,2015-02-02,Awarded to Suppliers,HCL SINGAPORE PTE. LTD.,1800000.0
URA000ETT14000057,Urban Redevelopment Authority,"Tender For Design, Supply, Install And Maintenance Of Turnstile System At The URA Centre",2015-03-20,Awarded to Suppliers,ROBERT BOSCH SECURITY SOLUTIONS PTE. LTD.,215120.0
URA000ETT14000060,Urban Redevelopment Authority,"Proposed Extension To Existing Temporary Surface Car Park At Lorong 25/25A And Temporary Surface Car Parks At Lorong 9/11, Lorong 37 & Lorong 31 Geylang",2015-01-26,Awarded to No Suppliers,,0.0
URA000ETT14000061,Urban Redevelopment Authority,Modernisation And Interior Improvement Works For 3 Passenger Lifts At East Wing Of The URA Centre,2015-04-24,Awarded to Suppliers,SIGMA ELEVATOR SINGAPORE PTE. LTD.,298500.0
URA000ETT14000062,Urban Redevelopment Authority,Term Contract For The Provision Of Field Inspection And Related Services For A Period Of Three (3) Years With An Option To Renew On A Yearly Basis For An Additional Two (2) Years,2015-06-09,Awarded to Suppliers,CERTIS CISCO PROTECTION SERVICES PTE. LTD.,1393200.0
URA000ETT14000067,Urban Redevelopment Authority,Proposed Expansion Of Existing Temporary Surface Heavy Vehicle Park At Dairy Farm Road,2015-01-27,Awarded to Suppliers,ECK Shen Construction & Trading Pte Ltd,310000.0
URA000ETT14000068,Urban Redevelopment Authority,Term Contract for The Design And Production Of Corporate Newsletter for Two (2) Years With Option to Extend for Another One (1) Year,2015-03-20,Awarded to Suppliers,SILICONPLUS COMMUNICATIONS PTE. LTD.,166000.0
